p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Print_Pattern_Type,Sustainable,Knit_or_Woven,Fabric,Fabric_Purity,brandID
11364534.0,SASSAFRAS Women Mustard Yellow Solid Longline Shirt Style Shrug,1799.0,Mustard,SASSAFRAS,411.0,4.296836983,Casual,Solid,,Knitted and Woven,Polyester,,720
12828116.0,Tokyo Talkies Women Navy Blue Striped Double-Breasted Casual Pure Cotton Blazer,1999.0,Navy Blue,Tokyo Talkies,544.0,4.016544118,Casual,Striped,Regular,Knitted and Woven,Pure Cotton,,845
13186664.0,Chemistry Women Blue Solid Culotte Chambray Jumpsuit,2399.0,Blue,Chemistry,236.0,4.18220339,Casual,Solid,Regular,Knitted and Woven,Cotton,,160
13407470.0,W Women Teal Blue & Golden Sustainable Top with Skirt,6999.0,Teal,W,182.0,4.313186813,Ethnic,Printed,Regular,Knitted and Woven,Liva,,904
14046594.0,Libas Women Navy Blue Pure Cotton Floral Print Kurta with Palazzos & Dupatta,3599.0,Navy Blue,Libas,8695.0,4.435652674,Fusion,Floral,Regular,Woven,Pure Cotton,,482
14191740.0,WEAVERS VILLA White Embroidered Dupatta,799.0,White,WEAVERS VILLA,274.0,4.609489051,Daily,Floral,Regular,Woven,Net,,905
16697006.0,KALINI Maroon & Gold Ethnic Motifs Zari Silk Blend Banarasi Saree,2099.0,Maroon,KALINI,1464.0,3.893442623,Traditional,Ethnic Motifs,Regular,Knitted and Woven,Silk Blend,,408
16849312.0,H&M Women Black Solid Cropped Zip-Through Hoodie,1499.0,Black,H&M,102.0,4.715686275,Casual,Solid,Regular,Woven,Cotton,,323
17413170.0,Anubhutee Black & Gold-Toned Ethnic Motifs Printed Kurti,1739.0,Black,Anubhutee,114.0,4.456140351,Daily,Ethnic Motifs,Regular,Woven,Viscose Rayon,,78
17654774.0,JATRIQQ Green Embellished Silk Georgette Semi-Stitched Dress Material,5999.0,Green,JATRIQQ,16.0,3.8125,Festive,Solid,Regular,Woven,Silk Georgette,,383
18791212.0,Cutiekins Girls Pink & White Sequence Net Ready to Wear Lehenga & Blouse With Dupatta,2999.0,Pink,Cutiekins,9.0,3.222222222,Casual,Embellished,Regular,Knitted and Woven,Silk,,184
18888534.0,Styli Women Red Animal Printed Tulip Skirts,1749.0,Red,Styli,,,Casual,Animal,Regular,Woven,Polyester,,796
19164944.0,ADDYVERO Women Black Relaxed High-Rise Easy Wash Trousers,1699.0,Black,ADDYVERO,6.0,4.833333333,Party,Solid,Regular,Knitted,Cotton,,16
9552603.0,SASSAFRAS Women Black Slim Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1999.0,Black,SASSAFRAS,7252.0,4.09666299,Casual,Solid,Regular,Knitted and Woven,Cotton,,720
10182385.0,Style Quotient Women White Self Design Open Front Shrug,1599.0,White,Style Quotient,1559.0,4.433611289,Casual,Self Design,,Knitted and Woven,Cotton,,793
11139228.0,Bitiya by Bhama Pink & White Ready to Wear Lehenga with Blouse,2599.0,Pink,Bitiya by Bhama,992.0,4.212701613,Casual,Printed,,Knitted and Woven,Cotton,,126
12279352.0,Roadster Women Blue Washed Denim Trucker Jacket,1599.0,Blue,Roadster,1112.0,4.450539568,Casual,Washed,Regular,Woven,Cotton,,702
12288052.0,SASSAFRAS Women White Twill Parallel Trousers,1699.0,White,SASSAFRAS,10786.0,4.179491934,Casual,Solid,Regular,Woven,Cotton,,720
13676096.0,Vishudh Off-White & Pink Printed Dupatta,949.0,Off White,Vishudh,71.0,3.507042254,Daily,Ethnic Motifs,Regular,Knitted and Woven,Pure Cotton,,901
14951330.0,Ahalyaa Women Beige Floral Printed Regular Gotta Patti Kurta with Palazzos & With Dupatta,6000.0,Beige,Ahalyaa,1741.0,3.545089029,Festive,Floral,Regular,Woven,Poly Crepe,,55
15012182.0,Mitera Pink & Silver-Toned Paisley Zari Silk Blend Banarasi Saree,5199.0,Pink,Mitera,1279.0,4.314308053,Traditional,Paisley,Regular,Knitted and Woven,Silk Blend,,548
15187646.0,98 Degree North Women Black Ribbed Pure Cotton Long Sleeves Pullover,2099.0,Black,98 Degree North,308.0,4.405844156,Casual,Ribbed,Regular,Knitted,Cotton,,7
